Semana,Almacen,Producto,Cantidad
2021-05-31,ALM,CA232265,12.0
2021-05-31,ALM,CA232265,40.0
2021-05-31,018,CA232265,21.0
2021-05-31,018,CA232265,47.0
2021-05-31,ALM,CA232265,35.0
2021-06-07,ALM,CA232265,26.0
2021-06-07,ALM,CA232265,164.0
2021-06-14,ALM,CA232265,20.0
2021-06-14,ALM,CA232265,5.0
2021-06-14,ALM,CA232265,49.0
2021-06-14,ALM,CA232265,36.0
2021-06-14,ALM,CA232265,6.0
2021-06-21,ALM,CA232265,114.0
2021-06-21,018,CA232265,70.0
2021-06-28,ALM,CA232265,120.0
2021-06-28,ALM,CA232265,3.0
2021-06-28,ALM,CA232265,16.0
2021-06-28,ALM,CA232265,4.0
2021-07-05,ALM,CA232265,45.0
2021-07-05,ALM,CA232265,10.0
2021-07-05,ALM,CA232265,12.0
2021-07-05,ALM,CA232265,2.0
2021-07-12,ALM,CA232265,66.0
2021-07-12,ALM,CA232265,46.0
2021-07-19,ALM,CA232265,10.0
2021-07-19,ALM,CA232265,21.0
2021-07-26,018,CA232265,75.0
2021-07-26,ALM,CA232265,1.0
2021-07-26,ALM,CA232265,9.0
2021-08-16,ALM,CA232265,10.0
2021-08-30,ALM,CA232265,1.0
2021-09-13,ALM,CA232265,20.0
2021-09-13,ALM,CA232265,5.0
2021-09-20,ALM,CA232265,10.0
2021-09-27,018,CA232265,36.0
2021-09-27,ALM,CA232265,13.0
2021-09-27,ALM,CA232265,10.0
2021-10-04,018,CA232265,4.0
2021-10-04,ALM,CA232265,1.0
2021-10-11,ALM,CA232265,16.0
2021-10-18,ALM,CA232265,2.0
2021-10-18,ALM,CA232265,7.0
2021-10-18,ALM,CA232265,10.0
2021-10-25,018,CA232265,30.0
2021-10-25,ALM,CA232265,9.0
2021-11-01,ALM,CA232265,2.0
2021-11-08,ALM,CA232265,5.0
2021-11-08,ALM,CA232265,20.0
2021-11-08,ALM,CA232265,5.0
2021-11-15,ALM,CA232265,5.0
2021-11-22,ALM,CA232265,2.0
2021-11-22,ALM,CA232265,14.0
2021-11-22,ALM,CA232265,10.0
2021-11-29,alm,CA232265,4.0
2021-12-13,018,CA232265,4.0
2021-12-20,018,CA232265,4.0
2021-12-20,ALM,CA232265,15.0
2021-05-24,ALM,CA232266,40.0
2021-05-31,ALM,CA232266,12.0
2021-05-31,ALM,CA232266,40.0
2021-05-31,018,CA232266,21.0
2021-05-31,018,CA232266,47.0
2021-05-31,ALM,CA232266,35.0
2021-06-07,ALM,CA232266,26.0
2021-06-07,ALM,CA232266,164.0
2021-06-14,ALM,CA232266,20.0
2021-06-14,ALM,CA232266,5.0
2021-06-14,ALM,CA232266,49.0
2021-06-14,ALM,CA232266,36.0
2021-06-14,ALM,CA232266,6.0
2021-06-21,ALM,CA232266,114.0
2021-06-21,018,CA232266,70.0
2021-06-28,ALM,CA232266,120.0
2021-06-28,ALM,CA232266,3.0
2021-06-28,ALM,CA232266,16.0
2021-06-28,ALM,CA232266,4.0
2021-07-05,ALM,CA232266,45.0
2021-07-05,ALM,CA232266,10.0
2021-07-05,ALM,CA232266,12.0
2021-07-05,ALM,CA232266,2.0
2021-07-12,ALM,CA232266,66.0
2021-07-12,ALM,CA232266,46.0
2021-07-19,ALM,CA232266,10.0
2021-07-19,ALM,CA232266,21.0
2021-07-26,018,CA232266,75.0
2021-07-26,ALM,CA232266,1.0
2021-07-26,ALM,CA232266,9.0
2021-08-16,ALM,CA232266,10.0
2021-08-30,ALM,CA232266,1.0
2021-09-13,ALM,CA232266,20.0
2021-09-13,ALM,CA232266,5.0
2021-09-20,ALM,CA232266,10.0
2021-09-27,018,CA232266,36.0
2021-09-27,ALM,CA232266,13.0
2021-09-27,ALM,CA232266,10.0
2021-10-04,018,CA232266,4.0
2021-10-04,ALM,CA232266,1.0
2021-10-11,ALM,CA232266,16.0
2021-10-18,ALM,CA232266,2.0
2021-10-18,ALM,CA232266,7.0
2021-10-18,ALM,CA232266,10.0
2021-10-25,018,CA232266,30.0
2021-10-25,ALM,CA232266,9.0
2021-11-01,ALM,CA232266,2.0
2021-11-08,ALM,CA232266,5.0
2021-11-08,ALM,CA232266,20.0
2021-11-08,ALM,CA232266,5.0
2021-11-15,ALM,CA232266,5.0
2021-11-22,ALM,CA232266,2.0
2021-11-22,ALM,CA232266,14.0
2021-11-22,ALM,CA232266,10.0
2021-11-29,alm,CA232266,4.0
2021-12-13,018,CA232266,4.0
2021-12-20,018,CA232266,4.0
2021-12-20,ALM,CA232266,15.0
2021-02-22,ALM,CB080147,1.0
2021-03-01,018,CB080147,1.0
2021-03-01,ALM,CB080147,1.0
2021-03-22,ALM,CB080147,1.0
2021-03-22,ALM,CB080147,1.0
2021-03-29,ALM,CB080147,1.0
2021-04-05,ALM,CB080147,1.0
2021-04-12,ALM,CB080147,1.0
2021-05-31,ALM,CB080147,1.0
2021-06-07,ALM,CB080147,1.0
2021-06-07,ALM,CB080147,1.0
2021-06-14,ALM,CB080147,2.0
2021-06-14,ALM,CB080147,1.0
2021-06-21,018,CB080147,1.0
2021-07-05,ALM,CB080147,1.0
2021-07-05,ALM,CB080147,1.0
2021-07-19,ALM,CB080147,1.0
2021-08-02,ALM,CB080147,1.0
2021-09-06,ALM,CB080147,1.0
2021-11-01,ALM,CB080147,1.0
2021-02-01,ALM,CB080154,1.0
2021-03-15,ALM,CB080154,1.0
2021-03-22,ALM,CB080154,1.0
2021-03-29,ALM,CB080154,1.0
2021-04-12,ALM,CB080154,1.0
2021-04-12,ALM,CB080154,1.0
2021-04-19,ALM,CB080154,1.0
2021-05-03,ALM,CB080154,1.0
2021-05-10,018,CB080154,1.0
2021-05-10,ALM,CB080154,1.0
2021-05-10,ALM,CB080154,1.0
2021-05-10,ALM,CB080154,1.0
2021-05-17,ALM,CB080154,1.0
2021-05-17,ALM,CB080154,1.0
2021-06-07,ALM,CB080154,1.0
2021-06-14,ALM,CB080154,2.0
2021-06-21,ALM,CB080154,1.0
2021-06-28,ALM,CB080154,1.0
2021-06-28,ALM,CB080154,1.0
2021-06-28,ALM,CB080154,3.0
2021-07-05,ALM,CB080154,1.0
2021-07-05,ALM,CB080154,1.0
2021-07-12,ALM,CB080154,1.0
2021-07-12,ALM,CB080154,1.0
2021-07-19,ALM,CB080154,1.0
2021-12-13,ALM,D-1,1.0
2021-12-20,ALM,D-128,2.0
2021-07-05,ALM,D-131,1.0
2021-10-11,ALM,D-131,1.0
2021-10-11,ALM,D-131,14.0
2021-12-13,ALM,D-2,1.0
2021-05-24,alm,D-3,1.0
2021-02-01,ALM,D-31,2.0
2021-02-22,alm,D-31,4.0
2021-03-01,alm,D-31,2.0
2021-03-15,alm,D-31,2.0
2021-03-29,alm,D-31,4.0
2021-03-29,alm,D-31,4.0
2021-04-26,alm,D-31,2.0
2021-05-10,alm,D-31,2.0
2021-05-17,alm,D-31,2.0
2021-06-21,alm,D-31,2.0
2021-07-19,alm,D-31,2.0
2021-07-26,alm,D-31,2.0
2021-08-02,alm,D-31,2.0
2021-08-30,alm,D-31,2.0
2021-09-06,alm,D-31,2.0
2021-11-15,alm,D-31,2.0
2021-12-13,ALM,D-31,50.0
2021-12-13,ALM,D-37,20.0
2021-02-22,alm,D-4,1.0
2021-03-01,alm,D-4,1.0
2021-03-29,alm,D-4,2.0
2021-03-29,alm,D-4,3.0
2021-04-26,alm,D-4,1.0
2021-05-10,alm,D-4,1.0
2021-05-17,alm,D-4,1.0
2021-06-21,alm,D-4,1.0
2021-07-12,alm,D-4,1.0
2021-09-06,alm,D-4,1.0
2021-10-04,019,D-4,1.0
2021-10-04,019,D-4,1.0
2021-11-15,alm,D-4,1.0
2021-12-13,ALM,D-40,1.0
2021-12-13,ALM,D-41,1.0
2021-09-06,ALM,D-49,100.0
2021-09-06,ALM,D-51,8.0
2021-03-08,023,D-63,1.0
2021-03-15,025,D-63,1.0
2021-08-09,015,D-63,1.0
2021-10-04,025,D-63,1.0
2021-12-13,ALM,D-63,5.0
2021-02-01,ALM,D-64,5.0
2021-03-01,025,D-64,1.0
2021-03-08,023,D-64,1.0
2021-03-29,025,D-64,1.0
2021-05-31,019,D-64,1.0
2021-06-07,025,D-64,1.0
2021-06-14,015,D-64,1.0
2021-06-14,023,D-64,2.0
2021-06-21,015,D-64,1.0
2021-06-28,010,D-64,1.0
2021-07-12,015,D-64,1.0
2021-07-19,025,D-64,1.0
2021-08-30,023,D-64,1.0
2021-11-08,ALM,D-64,10.0
2021-12-13,ALM,D-64,5.0
2021-02-01,ALM,D-65,13.0
2021-07-26,023,D-65,1.0
2021-08-02,ALM,D-66,10.0
2021-10-18,015,D-68,1.0
2021-11-08,ALM,D-68,5.0
2021-10-11,ALM,D-72,2.0
2021-02-15,ALM,D-75,4.0
2021-02-15,ALM,D-78,4.0
2021-02-15,ALM,D-79,4.0
2021-03-29,alm,D-8,2.0
2021-06-07,alm,D-88,2.0
2021-08-02,ALM,D-88,50.0
2021-05-10,ALM,D-89,2.0
2021-07-19,ALM,D-9,1.0
2021-05-24,018,D-RIBS500,1.0
2021-01-11,010,db,1.0
2021-01-11,010,db,2.0
2021-01-25,010,db,1.0
2021-01-25,010,db,1.0
2021-02-08,010,db,1.0
2021-02-08,ALM,db,1.0
2021-02-15,ALM,db,2.0
2021-02-15,ALM,db,1.0
2021-02-22,ALM,db,1.0
2021-03-01,010,db,2.0
2021-03-01,010,db,2.0
2021-03-08,010,db,1.0
2021-03-15,010,db,1.0
2021-03-15,010,db,1.0
2021-03-15,010,db,1.0
2021-03-29,010,db,1.0
2021-03-29,010,db,1.0
2021-04-12,010,db,1.0
2021-05-03,ALM,db,1.0
2021-05-10,010,db,1.0
2021-01-04,ALM,DBTP,1.0
2021-01-11,010,DBTP,1.0
2021-02-15,ALM,DBTP,1.0
2021-02-15,ALM,DBTP,1.0
2021-03-15,010,DBTP,1.0
2021-03-15,010,DBTP,2.0
2021-02-15,ALM,DY4C-USA-SR,5.0
2021-02-15,ALM,DY4S-USA-SR,12.0
2021-02-15,ALM,DY6C-USA-SR,5.0
2021-02-15,ALM,DY6S-USA-SR,12.0
2021-02-15,ALM,DY8C-USA-SR,12.0
2021-02-15,ALM,DY8S-USA-SR,4.0
2021-01-04,018,E-874,1.0
2021-01-18,018,E-874,2.0
2021-01-18,018,E-874,4.0
2021-01-25,018,E-874,1.0
2021-01-25,018,E-874,1.0
2021-02-15,ALM,E-874,1.0
2021-02-15,alm,E-874,1.0
2021-02-22,alm,E-874,2.0
2021-11-29,ALM,E-910,50.0
2021-11-29,ALM,E-911,50.0
2021-11-29,ALM,E-912,1.0
2021-11-29,ALM,E-913,2.0
2021-11-29,ALM,E-914,10.0
2021-11-29,ALM,E-915,1.0
2021-11-29,ALM,E-916,1.0
2021-11-29,ALM,E-917,1.0
2021-11-29,ALM,E-918,30.0
2021-11-29,ALM,E-919,50.0
2021-11-29,ALM,E-920,2.0
2021-11-29,ALM,E-921,1.0
2021-11-29,ALM,E-922,1.0
2021-11-29,ALM,E-924,1.0
2021-11-29,ALM,E-925,1.0
2021-04-26,ALM,EXPOLASFLOATON,4.0
2021-08-09,ALM,FP5700T,1.0
2021-05-24,007,GELA1000601,1.0
2021-07-05,223,GELA1000601,1.0
2021-07-19,alm,GELA1000601,1.0
2021-09-27,003,GELA1000601,2.0
2021-11-29,alm,GELA1000601,1.0
2021-06-14,007,GELA1000602,1.0
2021-07-26,023,GELA1000602,1.0
2021-11-29,015,GELA1000602,2.0
2021-03-15,007,GELA1000603,1.0
2021-05-17,028,GELA1000603,1.0
2021-06-28,019,GELA1000603,1.0
2021-08-23,025,GELA1000603,1.0
2021-08-23,025,GELA1000603,1.0
2021-04-12,011,GELA1000604,1.0
2021-05-03,010,GELA1000604,1.0
2021-06-28,007,GELA1000604,1.0
2021-12-27,015,GELA1000604,1.0
2021-05-03,010,GELA1000605,1.0
2021-05-03,025,GELA1000606,1.0
2021-07-26,alm,GELA1000606,2.0
2021-06-14,007,GELA1000607,1.0
2021-11-29,018,GELA1000607,2.0
2021-03-22,007,GELA1000608,1.0
2021-09-27,018,GELA1000608,1.0
2021-12-20,019,GELA1000608,1.0
2021-05-24,010,GELA1000609,1.0
2021-07-12,025,GELA1000609,1.0
2021-03-15,018,GELA1000611,1.0
2021-05-10,025,GELA1000611,1.0
2021-05-24,007,GELA1000611,1.0
2021-04-12,007,GELA1000612,1.0
2021-04-19,007,GELA1000612,1.0
2021-10-04,028,GELA1000612,1.0
2021-03-15,025,GELA1000613,1.0
2021-07-05,122,GELA1000613,1.0
2021-08-23,025,GELA1000613,1.0
2021-08-23,010,GELA1000613,1.0
2021-05-03,025,GELA1000614,1.0
2021-06-07,010,GELA1000614,2.0
2021-06-14,007,GELA1000614,1.0
2021-06-14,019,GELA1000614,2.0
2021-03-08,032,GELA1000615,1.0
2021-05-17,007,GELA1000615,1.0
2021-05-24,007,GELA1000615,1.0
2021-10-04,124,GELA1000615,2.0
2021-10-11,025,GELA1000615,1.0
2021-11-22,028,GELA1000615,1.0
2021-06-07,007,GELA1000616,1.0
2021-08-30,025,GELA1000616,1.0
2021-07-12,015,GELA1000620,1.0
2021-10-18,025,GELA1000621,1.0
2021-04-12,007,GELA1000801,1.0
2021-10-11,015,GELA1000802,1.0
2021-08-02,019,GELA1000803,2.0
2021-05-10,alm,GELA1000804,1.0
2021-08-23,010,GELA1000804,2.0
2021-03-29,019,GELA1000805,2.0
2021-06-07,007,GELA1000805,1.0
2021-08-30,007,GELA1000805,1.0
2021-10-25,018,GELA1000806,2.0
2021-11-15,alm,GELA1000806,1.0
2021-12-06,015,GELA1000806,1.0
2021-12-20,018,GELA1000806,1.0
2021-12-20,018,GELA1000806,1.0
2021-12-27,018,GELA1000806,1.0
2021-12-13,018,GELA1000807,2.0
2021-12-06,028,GELA1000809,1.0
2021-06-07,007,GELA1000810,1.0
2021-08-02,010,GELA1000810,1.0
2021-05-17,028,GELA1000811,2.0
2021-05-31,015,GELA1000811,1.0
2021-08-16,015,GELA1000811,2.0
2021-08-16,025,GELA1000811,1.0
2021-10-11,007,GELA1000812,2.0
2021-05-31,007,GELA1000813,1.0
2021-07-12,025,GELA1000813,2.0
2021-05-17,015,GELA1000814,1.0
2021-09-20,028,GELA1000818,1.0
2021-03-15,007,GELA1000823,1.0
2021-05-10,025,GELA1000824,1.0
2021-05-10,011,GELA1001001,1.0
2021-08-02,018,GELA1001005,2.0
2021-03-29,010,GELA1001006,1.0
2021-10-25,015,GELA1001006,1.0
2021-11-22,015,GELA1001006,1.0
2021-11-22,015,GELA1001006,1.0
2021-03-22,015,GELA1001007,2.0
2021-10-18,015,GELA1001007,1.0
2021-12-27,019,GELA1001008,1.0
2021-03-15,025,GELA1001010,1.0
2021-05-17,007,GELA1001011,1.0
2021-05-24,007,GELA1001011,1.0
2021-10-18,025,GELA1001011,1.0
2021-03-15,025,GELA1001012,1.0
2021-04-26,007,GELA1001012,2.0
2021-07-12,025,GELA1001012,1.0
2021-04-26,025,GELA1001013,1.0
2021-05-31,025,GELA1001014,1.0
2021-06-07,025,GELA1001014,1.0
2021-09-27,010,GELA1001014,1.0
2021-04-05,025,GELA1001015,2.0
2021-06-21,025,GELA1001015,1.0
2021-08-02,015,GELA1001017,2.0
2021-11-22,007,GELA1001020,1.0
2021-01-04,019,GELA1001201,2.0
2021-03-15,007,GELA1001201,1.0
2021-03-29,003,GELA1001201,2.0
2021-05-17,007,GELA1001201,1.0
2021-07-12,007,GELA1001201,1.0
2021-09-27,015,GELA1001201,2.0
2021-11-15,025,GELA1001201,1.0
2021-11-22,007,GELA1001201,1.0
2021-12-27,007,GELA1001201,1.0
2021-03-15,019,GELA1001202,1.0
2021-05-17,007,GELA1001202,2.0
2021-07-12,007,GELA1001202,1.0
2021-07-26,122,GELA1001202,1.0
2021-08-30,122,GELA1001202,1.0
2021-09-20,003,GELA1001202,1.0
2021-03-15,025,GELA1001203,1.0
2021-05-17,007,GELA1001203,1.0
2021-10-11,015,GELA1001203,1.0
2021-10-11,007,GELA1001203,1.0
2021-12-20,025,GELA1001203,1.0
2021-05-24,007,GELA1001204,1.0
2021-07-19,007,GELA1001204,1.0
2021-09-20,003,GELA1001204,1.0
2021-09-27,007,GELA1001204,1.0
2021-10-25,202,GELA1001204,2.0
2021-10-25,025,GELA1001204,2.0
2021-11-08,025,GELA1001204,1.0
2021-06-07,007,GELA1001205,1.0
2021-08-23,007,GELA1001205,1.0
2021-08-30,007,GELA1001205,1.0
2021-09-27,007,GELA1001205,1.0
2021-10-04,124,GELA1001205,1.0
2021-10-18,007,GELA1001205,1.0
2021-03-22,025,GELA1001206,1.0
2021-05-17,007,GELA1001206,1.0
2021-09-27,202,GELA1001206,2.0
2021-10-25,122,GELA1001206,1.0
2021-12-27,007,GELA1001206,1.0
2021-05-24,011,GELA1001207,1.0
2021-08-23,007,GELA1001207,1.0
2021-08-30,007,GELA1001207,1.0
2021-12-13,018,GELA1001207,1.0
2021-12-27,025,GELA1001207,3.0
2021-05-17,018,GELA1001208,2.0
2021-09-13,010,GELA1001208,1.0
2021-09-20,007,GELA1001208,1.0
2021-11-08,025,GELA1001208,1.0
2021-12-06,007,GELA1001208,1.0
2021-12-27,007,GELA1001208,1.0
2021-12-27,019,GELA1001208,3.0
2021-05-10,025,GELA1001209,1.0
2021-05-24,007,GELA1001209,1.0
2021-08-02,025,GELA1001209,1.0
2021-10-18,025,GELA1001209,1.0
2021-11-01,202,GELA1001209,1.0
2021-11-22,007,GELA1001209,1.0
2021-12-06,007,GELA1001209,1.0
2021-12-27,007,GELA1001209,1.0
2021-06-28,015,GELA1001210,1.0
2021-07-12,015,GELA1001210,2.0
2021-08-09,007,GELA1001210,1.0
2021-09-20,007,GELA1001210,1.0
2021-02-22,025,GELA1001211,1.0
2021-03-15,025,GELA1001211,1.0
2021-05-17,007,GELA1001211,1.0
2021-06-28,007,GELA1001211,1.0
2021-07-12,025,GELA1001211,1.0
2021-08-09,007,GELA1001211,1.0
2021-08-16,007,GELA1001211,1.0
2021-09-20,010,GELA1001211,2.0
2021-10-11,025,GELA1001211,1.0
2021-10-11,007,GELA1001211,1.0
2021-11-01,202,GELA1001211,1.0
2021-12-13,025,GELA1001211,2.0
2021-04-19,007,GELA1001212,1.0
2021-05-24,011,GELA1001212,2.0
2021-08-16,025,GELA1001212,1.0
2021-10-11,025,GELA1001212,1.0
2021-10-25,025,GELA1001212,1.0
2021-11-29,025,GELA1001212,2.0
2021-12-27,028,GELA1001212,1.0
2021-04-26,025,GELA1001213,1.0
2021-05-24,007,GELA1001213,1.0
2021-05-24,011,GELA1001213,4.0
2021-07-26,025,GELA1001213,1.0
2021-11-22,007,GELA1001213,1.0
2021-12-20,202,GELA1001213,1.0
2021-04-05,007,GELA1001214,1.0
2021-05-03,007,GELA1001214,1.0
2021-07-26,025,GELA1001214,1.0
2021-08-16,025,GELA1001214,1.0
2021-11-01,028,GELA1001214,1.0
2021-03-22,007,GELA1001215,1.0
2021-04-26,007,GELA1001215,1.0
2021-05-03,025,GELA1001215,2.0
2021-06-21,025,GELA1001215,1.0
2021-06-28,007,GELA1001215,1.0
2021-08-09,026,GELA1001215,1.0
2021-08-16,026,GELA1001215,1.0
2021-08-23,007,GELA1001215,1.0
2021-04-12,007,GELA1001216,1.0
2021-05-24,007,GELA1001216,1.0
2021-12-06,007,GELA1001216,2.0
2021-03-22,007,GELA1001217,1.0
2021-04-05,007,GELA1001217,1.0
2021-04-26,007,GELA1001217,3.0
2021-04-26,010,GELA1001217,2.0
2021-06-28,007,GELA1001217,1.0
2021-07-19,007,GELA1001217,1.0
2021-08-23,025,GELA1001217,1.0
2021-11-22,007,GELA1001217,1.0
2021-12-20,007,GELA1001217,2.0
2021-03-22,007,GELA1001218,1.0
2021-04-26,007,GELA1001218,1.0
2021-07-19,007,GELA1001218,1.0
2021-07-19,007,GELA1001218,1.0
2021-09-20,007,GELA1001218,2.0
2021-08-09,028,GELA1001219,1.0
2021-07-12,015,GELA1001220,1.0
2021-10-11,015,GELA1001220,1.0
2021-03-15,025,GELA1001223,1.0
2021-06-28,025,GELA1001223,1.0
2021-03-15,025,GELA1001224,1.0
2021-03-22,007,GELA1001224,1.0
2021-12-20,025,GELA1001224,1.0
2021-06-07,025,GELA1001225,2.0
2021-06-21,025,GELA1001225,1.0
2021-08-02,025,GELA1001225,1.0
2021-06-21,025,GELA1001227,2.0
2021-12-27,025,GELA1001227,2.0
2021-02-08,025,GELA1001228,1.0
2021-05-10,025,GELA1001228,1.0
2021-04-05,007,GELA1001601,1.0
2021-05-24,015,GELA1001601,2.0
2021-08-02,007,GELA1001602,1.0
2021-09-20,007,GELA1001602,1.0
2021-09-27,007,GELA1001602,2.0
2021-04-05,007,GELA1001603,1.0
2021-07-19,015,GELA1001603,2.0
2021-12-20,015,GELA1001603,2.0
2021-12-20,007,GELA1001603,1.0
2021-12-27,015,GELA1001603,1.0
2021-12-27,015,GELA1001603,1.0
2021-04-26,007,GELA1001604,2.0
2021-08-09,007,GELA1001604,2.0
2021-10-18,025,GELA1001604,2.0
2021-03-22,007,GELA1001605,2.0
2021-07-12,018,GELA1001605,1.0
2021-07-12,010,GELA1001605,1.0
2021-08-09,007,GELA1001605,1.0
2021-03-29,007,GELA1001606,2.0
2021-04-05,007,GELA1001606,2.0
2021-04-05,015,GELA1001606,2.0
2021-08-23,007,GELA1001606,1.0
2021-10-04,025,GELA1001606,2.0
2021-12-20,015,GELA1001606,1.0
2021-12-27,015,GELA1001606,2.0
2021-08-16,007,GELA1001607,2.0
2021-08-23,010,GELA1001607,1.0
2021-09-20,010,GELA1001607,1.0
2021-11-15,007,GELA1001607,2.0
2021-09-27,alm,GELA1001608,1.0
2021-11-08,007,GELA1001608,2.0
2021-07-12,007,GELA1001609,2.0
2021-08-23,007,GELA1001609,1.0
2021-12-27,018,GELA1001610,2.0
2021-03-22,007,GELA1001611,1.0
2021-11-15,025,GELA1001611,1.0
2021-12-27,007,GELA1001611,2.0
2021-10-11,025,GELA1001612,1.0
2021-05-17,007,GELA1001613,1.0
2021-12-27,025,GELA1001613,2.0
2021-03-29,007,GELA1001614,2.0
2021-05-24,007,GELA1001616,2.0
2021-07-05,007,GELA1001616,2.0
2021-08-09,007,GELA1001616,1.0
2021-08-09,018,GELA1001616,2.0
2021-12-13,023,GELA1001616,1.0
2021-12-13,023,GELA1001616,1.0
2021-08-02,007,GELA1001617,1.0
2021-10-11,025,GELA1001617,1.0
2021-12-27,018,GELA1001617,2.0
2021-06-21,025,GELA1001618,2.0
2021-12-27,025,GELA1001628,2.0
2021-03-15,025,GELA1002001,2.0
2021-10-25,025,GELA1002001,5.0
2021-12-13,025,GELA1002002,4.0
2021-08-02,007,GELA1002003,2.0
2021-11-22,007,GELA1002004,2.0
2021-12-13,018,GELA1002006,2.0
2021-12-20,015,GELA1002006,2.0
2021-12-27,018,GELA1002006,4.0
2021-05-10,202,GELA1002009,1.0
2021-02-08,007,GELA1002013,1.0
2021-02-15,007,GELA1002013,1.0
2021-07-12,018,GELA1002014,2.0
2021-08-16,007,GELA1002015,2.0
2021-08-23,007,GELA1002015,2.0
2021-12-20,025,GELA1002015,2.0
2021-12-27,018,GELA1002017,2.0
2021-12-27,007,GELA1002018,2.0
2021-03-22,025,GELA1002022,2.0
2021-09-27,025,GELA1002504,1.0
2021-03-15,015,GELA1002508,1.0
2021-11-15,025,GELA1002509,1.0
2021-11-15,025,GELA1002510,1.0
2021-10-25,025,GELA1002512,2.0
2021-12-20,025,GELA1002515,4.0
2021-09-20,025,GELA1002517,2.0
2021-09-27,025,GELA1002517,1.0
2021-12-06,025,GELA10C1203,2.0
2021-02-15,124,GELA1500000,1.0
2021-04-05,003,GELA1500000,1.0
2021-09-27,ALM,GELA1500000,1.0
2021-10-25,ALM,GELA1500000,13.0
2021-11-15,ALM,GELA1500000,1.0
2021-11-29,007,GELA1500000,1.0
2021-05-10,124,GELB1000601,1.0
2021-07-12,028,GELB1000601,2.0
2021-08-09,011,GELB1000601,1.0
2021-10-18,028,GELB1000601,1.0
2021-10-18,028,GELB1000601,2.0
2021-10-25,028,GELB1000601,1.0
2021-12-06,011,GELB1000601,1.0
2021-04-19,011,GELB1000602,1.0
2021-05-24,028,GELB1000602,1.0
2021-05-31,011,GELB1000602,1.0
2021-06-21,011,GELB1000602,1.0
2021-09-20,028,GELB1000602,1.0
2021-10-25,011,GELB1000602,1.0
2021-10-25,028,GELB1000602,1.0
2021-12-06,011,GELB1000602,1.0
2021-04-19,003,GELB1000603,1.0
2021-05-10,003,GELB1000603,1.0
2021-06-07,028,GELB1000603,1.0
2021-07-19,011,GELB1000603,1.0
2021-07-19,011,GELB1000603,1.0
2021-09-20,124,GELB1000603,1.0
2021-09-20,124,GELB1000603,1.0
2021-09-27,124,GELB1000603,1.0
2021-09-27,003,GELB1000603,1.0
2021-10-18,011,GELB1000603,1.0
2021-10-25,202,GELB1000603,1.0
2021-10-25,122,GELB1000603,2.0
2021-02-15,025,GELB1000604,1.0
2021-05-03,011,GELB1000604,2.0
2021-05-10,202,GELB1000604,1.0
2021-05-17,007,GELB1000604,1.0
2021-08-16,028,GELB1000604,1.0
2021-08-23,011,GELB1000604,1.0
2021-09-27,124,GELB1000604,1.0
2021-09-27,025,GELB1000604,1.0
2021-10-18,122,GELB1000604,1.0
2021-10-25,018,GELB1000604,1.0
2021-11-15,011,GELB1000604,1.0
2021-11-29,011,GELB1000604,1.0
2021-12-06,011,GELB1000604,1.0
2021-12-13,011,GELB1000604,1.0
2021-05-17,028,GELB1000605,2.0
2021-05-31,011,GELB1000605,1.0
2021-05-31,011,GELB1000605,1.0
2021-06-14,011,GELB1000605,1.0
2021-09-20,011,GELB1000605,1.0
2021-10-18,011,GELB1000605,1.0
2021-10-25,202,GELB1000605,1.0
2021-10-25,011,GELB1000605,1.0
2021-04-05,028,GELB1000606,2.0
2021-05-17,025,GELB1000606,1.0
2021-06-07,018,GELB1000606,1.0
2021-06-21,011,GELB1000606,2.0
2021-07-12,007,GELB1000606,1.0
2021-08-09,025,GELB1000606,1.0
2021-08-16,025,GELB1000606,1.0
2021-10-25,011,GELB1000606,1.0
2021-10-25,011,GELB1000606,1.0
2021-11-01,028,GELB1000606,1.0
2021-12-06,010,GELB1000606,1.0
2021-05-03,007,GELB1000607,1.0
2021-06-28,025,GELB1000607,1.0
2021-10-18,011,GELB1000607,1.0
2021-11-22,019,GELB1000607,1.0
2021-03-29,202,GELB1000609,1.0
2021-05-17,003,GELB1000609,1.0
2021-06-07,015,GELB1000609,1.0
2021-07-26,010,GELB1000609,1.0
2021-07-26,202,GELB1000609,1.0
2021-08-02,028,GELB1000609,1.0
2021-08-09,124,GELB1000609,1.0
2021-10-18,122,GELB1000609,2.0
2021-03-22,003,GELB1000610,1.0
2021-04-26,202,GELB1000610,1.0
2021-08-02,alm,GELB1000610,1.0
2021-11-08,028,GELB1000610,1.0
2021-05-03,007,GELB1000611,1.0
2021-05-10,202,GELB1000611,2.0
2021-05-24,023,GELB1000611,1.0
2021-05-24,011,GELB1000611,1.0
2021-05-31,023,GELB1000611,1.0
2021-05-31,011,GELB1000611,1.0
2021-06-28,124,GELB1000611,1.0
2021-07-05,124,GELB1000611,1.0
2021-09-13,124,GELB1000611,1.0
2021-09-20,011,GELB1000611,1.0
2021-10-11,011,GELB1000611,1.0
2021-10-11,011,GELB1000611,1.0
2021-10-18,122,GELB1000611,1.0
2021-10-18,011,GELB1000611,2.0
2021-12-13,028,GELB1000611,1.0
2021-03-29,202,GELB1000612,1.0
2021-04-26,010,GELB1000612,1.0
2021-05-03,023,GELB1000612,1.0
2021-05-03,025,GELB1000612,1.0
2021-05-10,003,GELB1000612,1.0
2021-05-24,010,GELB1000612,1.0
